Business Name,Address,Category,Google Maps Link,Website,Rating,Reviews,Phone
Nouvel Age Clinic New Cairo - عيادات نوفيلاج للتجميل القاهرة الجديدة,"Silver Star Mall, Ekhnatoon St., 2nd floor, Above Saudi Market",عيادة للعناية بالبشرة,https://www.google.com/maps/place/Nouvel+Age+Clinic%E2%80%8E+New+Cairo+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D9%86%D9%88%D9%81%D9%8A%D9%84%D8%A7%D8%AC+%D9%84%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9+%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14583d5a47bda523:0xcf4790640b090f28!8m2!3d30.003397!4d31.4212323!16s%2Fg%2F11fkf62p4_!19sChIJI6W9R1o9WBQRKA8JC2SQR88?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Nouvel+Age+Clinic%E2%80%8E+New+Cairo+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D9%86%D9%88%D9%81%D9%8A%D9%84%D8%A7%D8%AC+%D9%84%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9+%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14583d5a47bda523:0xcf4790640b090f28!8m2!3d30.003397!4d31.4212323!16s%2Fg%2F11fkf62p4_!19sChIJI6W9R1o9WBQRKA8JC2SQR88?authuser=0&hl=ar&rclk=1,4.7,46.0,010 00323176
Marvel Dental Clinic,"25 othman ibn affan, st. - Ismailia sq",عِيادة أسنان,https://www.google.com/maps/place/Marvel+Dental+Clinic/data=!4m7!3m6!1s0x145815f8ce72944b:0x65718c29ecf2e026!8m2!3d30.0953193!4d31.3316638!16s%2Fg%2F11j06z5dpy!19sChIJS5RyzvgVWBQRJuDy7CmMcWU?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Marvel+Dental+Clinic/data=!4m7!3m6!1s0x145815f8ce72944b:0x65718c29ecf2e026!8m2!3d30.0953193!4d31.3316638!16s%2Fg%2F11j06z5dpy!19sChIJS5RyzvgVWBQRJuDy7CmMcWU?authuser=0&hl=ar&rclk=1,4.9,186.0,011 01358881
"Holistic care clinics cairo Regenerative medicine ,cosmetic and cell therapy clinic",010 01423664,عيادة طبية,"https://www.google.com/maps/place/Holistic+care+clinics+cairo+Regenerative+medicine+,cosmetic+and+cell+therapy+clinic/data=!4m7!3m6!1s0x14584128f684c707:0x71863db697182381!8m2!3d30.0473957!4d31.2388248!16s%2Fg%2F11j7dlr54d!19sChIJB8eE9ihBWBQRgSMYl7Y9hnE?authuser=0&hl=ar&rclk=1","https://www.google.com/maps/place/Holistic+care+clinics+cairo+Regenerative+medicine+,cosmetic+and+cell+therapy+clinic/data=!4m7!3m6!1s0x14584128f684c707:0x71863db697182381!8m2!3d30.0473957!4d31.2388248!16s%2Fg%2F11j7dlr54d!19sChIJB8eE9ihBWBQRgSMYl7Y9hnE?authuser=0&hl=ar&rclk=1",,,010 01423664
Dalia Derma Medical Park Elite,Next to Gate 6,مركز طبي,https://www.google.com/maps/place/Dalia+Derma+Medical+Park+Elite/data=!4m7!3m6!1s0x145819856d106fa3:0x5ef2fbd856a330f2!8m2!3d30.0541114!4d31.4921493!16s%2Fg%2F11m852kc_2!19sChIJo28QbYUZWBQR8jCjVtj78l4?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dalia+Derma+Medical+Park+Elite/data=!4m7!3m6!1s0x145819856d106fa3:0x5ef2fbd856a330f2!8m2!3d30.0541114!4d31.4921493!16s%2Fg%2F11m852kc_2!19sChIJo28QbYUZWBQR8jCjVtj78l4?authuser=0&hl=ar&rclk=1,4.6,72.0,011 00100025
د . ميشيل البير عبد الملك,010 21535796,عيادة علاج طبيعي,https://www.google.com/maps/place/%D8%AF+.+%D9%85%D9%8A%D8%B4%D9%8A%D9%84+%D8%A7%D9%84%D8%A8%D9%8A%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D9%84%D9%83%E2%80%AD/data=!4m7!3m6!1s0x1458414456b94289:0xb5baa6cfff721ae!8m2!3d30.0085625!4d31.4571875!16s%2Fg%2F11fn0v183r!19sChIJiUK5VkRBWBQRriH3_2yqWws?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D8%AF+.+%D9%85%D9%8A%D8%B4%D9%8A%D9%84+%D8%A7%D9%84%D8%A8%D9%8A%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D9%84%D9%83%E2%80%AD/data=!4m7!3m6!1s0x1458414456b94289:0xb5baa6cfff721ae!8m2!3d30.0085625!4d31.4571875!16s%2Fg%2F11fn0v183r!19sChIJiUK5VkRBWBQRriH3_2yqWws?authuser=0&hl=ar&rclk=1,5.0,266.0,010 21535796
مركز القاهرة الطبى لجراحات التجميل والليزر,02 22663622,عيادة جراحة التجميل,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8%D9%89+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A7%D8%AA+%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%88%D8%A7%D9%84%D9%84%D9%8A%D8%B2%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x1458166b5df81d15:0x86cfc7a60afc3769!8m2!3d30.1026667!4d31.3718577!16s%2Fg%2F1tfljqhg!19sChIJFR34XWsWWBQRaTf8CqbHz4Y?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8%D9%89+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A7%D8%AA+%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%88%D8%A7%D9%84%D9%84%D9%8A%D8%B2%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x1458166b5df81d15:0x86cfc7a60afc3769!8m2!3d30.1026667!4d31.3718577!16s%2Fg%2F1tfljqhg!19sChIJFR34XWsWWBQRaTf8CqbHz4Y?authuser=0&hl=ar&rclk=1,4.9,203.0,02 22663622
Dr.Raouf Ramzy. Hope Dental Clinic,012 04078887,عِيادة أسنان,https://www.google.com/maps/place/Dr.Raouf+Ramzy.+Hope+Dental+Clinic/data=!4m7!3m6!1s0x145840e1bfc6612f:0x4df87c21543d74de!8m2!3d30.0625108!4d31.2185396!16s%2Fg%2F11c38g243p!19sChIJL2HGv-FAWBQR3nQ9VCF8-E0?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dr.Raouf+Ramzy.+Hope+Dental+Clinic/data=!4m7!3m6!1s0x145840e1bfc6612f:0x4df87c21543d74de!8m2!3d30.0625108!4d31.2185396!16s%2Fg%2F11c38g243p!19sChIJL2HGv-FAWBQR3nQ9VCF8-E0?authuser=0&hl=ar&rclk=1,4.9,52.0,012 04078887
Foreigners Dental Clinic,"MEDICAL PARK ELITE, محور السادات",عِيادة أسنان,https://www.google.com/maps/place/Foreigners+Dental+Clinic/data=!4m7!3m6!1s0x14581949ade3c699:0x7b7ea87deaf34f94!8m2!3d30.0535753!4d31.4922779!16s%2Fg%2F11n_zmvr6y!19sChIJmcbjrUkZWBQRlE_z6n2ofns?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Foreigners+Dental+Clinic/data=!4m7!3m6!1s0x14581949ade3c699:0x7b7ea87deaf34f94!8m2!3d30.0535753!4d31.4922779!16s%2Fg%2F11n_zmvr6y!19sChIJmcbjrUkZWBQRlE_z6n2ofns?authuser=0&hl=ar&rclk=1,4.9,218.0,011 13072927
"Dr Khalil Eye Clinic, Eye of Cairo",02 37606985,مركز عناية بالعيون,"https://www.google.com/maps/place/Dr+Khalil+Eye+Clinic,+Eye+of+Cairo/data=!4m7!3m6!1s0x145846d37284c02f:0x441c82a7361aa384!8m2!3d30.0383731!4d31.2100276!16s%2Fg%2F1tdhwqd3!19sChIJL8CEctNGWBQRhKMaNqeCHEQ?authuser=0&hl=ar&rclk=1","https://www.google.com/maps/place/Dr+Khalil+Eye+Clinic,+Eye+of+Cairo/data=!4m7!3m6!1s0x145846d37284c02f:0x441c82a7361aa384!8m2!3d30.0383731!4d31.2100276!16s%2Fg%2F1tdhwqd3!19sChIJL8CEctNGWBQRhKMaNqeCHEQ?authuser=0&hl=ar&rclk=1",4.5,70.0,02 37606985
PrimeCare Dental Clinics,"Healthcare City Mall HCC, No. #310, 3rd Floor, 90th St",عِيادة أسنان,https://www.google.com/maps/place/PrimeCare+Dental+Clinics/data=!4m7!3m6!1s0x14583d57d38af805:0xa0fc301b56cc23fa!8m2!3d30.0197085!4d31.4357787!16s%2Fg%2F11rn71kgv5!19sChIJBfiK01c9WBQR-iPMVhsw_KA?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/PrimeCare+Dental+Clinics/data=!4m7!3m6!1s0x14583d57d38af805:0xa0fc301b56cc23fa!8m2!3d30.0197085!4d31.4357787!16s%2Fg%2F11rn71kgv5!19sChIJBfiK01c9WBQR-iPMVhsw_KA?authuser=0&hl=ar&rclk=1,4.9,62.0,012 11113481
Nasaaem Clinics El-Rehab - عيادات نسائم الطبية الرحاب,"El-Rehab, The Yard mall, Gate 6",عيادة طبية,https://www.google.com/maps/place/Nasaaem+Clinics+El-Rehab+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D9%86%D8%B3%D8%A7%D8%A6%D9%85+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+%D8%A7%D9%84%D8%B1%D8%AD%D8%A7%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x145819f3bd6178b9:0xde34ce0259cb6a62!8m2!3d30.0537072!4d31.4917787!16s%2Fg%2F11pv66nqp2!19sChIJuXhhvfMZWBQRYmrLWQLONN4?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Nasaaem+Clinics+El-Rehab+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D9%86%D8%B3%D8%A7%D8%A6%D9%85+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+%D8%A7%D9%84%D8%B1%D8%AD%D8%A7%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x145819f3bd6178b9:0xde34ce0259cb6a62!8m2!3d30.0537072!4d31.4917787!16s%2Fg%2F11pv66nqp2!19sChIJuXhhvfMZWBQRYmrLWQLONN4?authuser=0&hl=ar&rclk=1,4.6,186.0,010 50277177
د. رانيا محمد منير,010 10829900,طبيب أمراض جلدية,https://www.google.com/maps/place/%D8%AF.+%D8%B1%D8%A7%D9%86%D9%8A%D8%A7+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D9%86%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x145847ed5729c7ff:0x4d8460330e08abeb!8m2!3d29.960541!4d31.254131!16s%2Fg%2F1tkp1zpb!19sChIJ_8cpV-1HWBQR66sIDjNghE0?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D8%AF.+%D8%B1%D8%A7%D9%86%D9%8A%D8%A7+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D9%86%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x145847ed5729c7ff:0x4d8460330e08abeb!8m2!3d29.960541!4d31.254131!16s%2Fg%2F1tkp1zpb!19sChIJ_8cpV-1HWBQR66sIDjNghE0?authuser=0&hl=ar&rclk=1,4.7,45.0,010 10829900
AL Fawzy Dental,011 10100027,عِيادة أسنان,https://www.google.com/maps/place/AL+Fawzy+Dental/data=!4m7!3m6!1s0x145840c636d36c43:0x3d95f0a2f2e4eb18!8m2!3d30.0405434!4d31.2196142!16s%2Fg%2F11b5pjns_1!19sChIJQ2zTNsZAWBQRGOvk8qLwlT0?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/AL+Fawzy+Dental/data=!4m7!3m6!1s0x145840c636d36c43:0x3d95f0a2f2e4eb18!8m2!3d30.0405434!4d31.2196142!16s%2Fg%2F11b5pjns_1!19sChIJQ2zTNsZAWBQRGOvk8qLwlT0?authuser=0&hl=ar&rclk=1,4.8,963.0,011 10100027
Glowy Dental Clinic - Dr.Abdulrahman Bahnasy,015 55166090,عِيادة أسنان,https://www.google.com/maps/place/Glowy+Dental+Clinic+-+Dr.Abdulrahman+Bahnasy/data=!4m7!3m6!1s0x14583f3dd820c7b9:0x574b57fe3196bd06!8m2!3d30.0639355!4d31.3371744!16s%2Fg%2F11spqjwggl!19sChIJuccg2D0_WBQRBr2WMf5XS1c?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Glowy+Dental+Clinic+-+Dr.Abdulrahman+Bahnasy/data=!4m7!3m6!1s0x14583f3dd820c7b9:0x574b57fe3196bd06!8m2!3d30.0639355!4d31.3371744!16s%2Fg%2F11spqjwggl!19sChIJuccg2D0_WBQRBr2WMf5XS1c?authuser=0&hl=ar&rclk=1,5.0,48.0,015 55166090
دكتور طارق عشماوي,6 El Gehad Street,عيادة طب الأنف والأذن والحنجرة,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B7%D8%A7%D8%B1%D9%82+%D8%B9%D8%B4%D9%85%D8%A7%D9%88%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14583fd61cfb83e1:0x1e75330146f28d2d!8m2!3d30.0604731!4d31.3280873!16s%2Fg%2F11ny0vzhcs!19sChIJ4YP7HNY_WBQRLY3yRgEzdR4?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B7%D8%A7%D8%B1%D9%82+%D8%B9%D8%B4%D9%85%D8%A7%D9%88%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14583fd61cfb83e1:0x1e75330146f28d2d!8m2!3d30.0604731!4d31.3280873!16s%2Fg%2F11ny0vzhcs!19sChIJ4YP7HNY_WBQRLY3yRgEzdR4?authuser=0&hl=ar&rclk=1,4.8,135.0,011 00782803
كلية طب القصر العينى جامعة القاهرة,02 23641088,كلية الطب,https://www.google.com/maps/place/%D9%83%D9%84%D9%8A%D8%A9+%D8%B7%D8%A8+%D8%A7%D9%84%D9%82%D8%B5%D8%B1+%D8%A7%D9%84%D8%B9%D9%8A%D9%86%D9%89+%D8%AC%D8%A7%D9%85%D8%B9%D8%A9+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14584733526d3691:0xe0363010a95c832b!8m2!3d30.0302346!4d31.2280283!16s%2Fg%2F1tczmnq7!19sChIJkTZtUjNHWBQRK4NcqRAwNuA?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D9%83%D9%84%D9%8A%D8%A9+%D8%B7%D8%A8+%D8%A7%D9%84%D9%82%D8%B5%D8%B1+%D8%A7%D9%84%D8%B9%D9%8A%D9%86%D9%89+%D8%AC%D8%A7%D9%85%D8%B9%D8%A9+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14584733526d3691:0xe0363010a95c832b!8m2!3d30.0302346!4d31.2280283!16s%2Fg%2F1tczmnq7!19sChIJkTZtUjNHWBQRK4NcqRAwNuA?authuser=0&hl=ar&rclk=1,4.2,479.0,02 23641088
Dr. Omar ElDidi - The Dentist Clinics,010 17555505,عِيادة أسنان,https://www.google.com/maps/place/Dr.+Omar+ElDidi+-+The+Dentist+Clinics/data=!4m7!3m6!1s0x14583ddba3f87e89:0x3df166250b300331!8m2!3d30.0553591!4d31.3621334!16s%2Fg%2F11cs5p0ywh!19sChIJiX74o9s9WBQRMQMwCyVm8T0?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dr.+Omar+ElDidi+-+The+Dentist+Clinics/data=!4m7!3m6!1s0x14583ddba3f87e89:0x3df166250b300331!8m2!3d30.0553591!4d31.3621334!16s%2Fg%2F11cs5p0ywh!19sChIJiX74o9s9WBQRMQMwCyVm8T0?authuser=0&hl=ar&rclk=1,4.8,199.0,010 17555505
Saint Mary Clinc New Cairo,010 19245530,عيادة للعناية بالبشرة,https://www.google.com/maps/place/Saint+Mary+Clinc+New+Cairo/data=!4m7!3m6!1s0x14583d44c133488f:0xeac2f7110673209a!8m2!3d30.0538057!4d31.430145!16s%2Fg%2F11cncdjtys!19sChIJj0gzwUQ9WBQRmiBzBhH3wuo?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Saint+Mary+Clinc+New+Cairo/data=!4m7!3m6!1s0x14583d44c133488f:0xeac2f7110673209a!8m2!3d30.0538057!4d31.430145!16s%2Fg%2F11cncdjtys!19sChIJj0gzwUQ9WBQRmiBzBhH3wuo?authuser=0&hl=ar&rclk=1,3.8,11.0,010 19245530
Dental Care Egypt - Dr. Tamer Badr,010 70019109,عِيادة أسنان,https://www.google.com/maps/place/Dental+Care+Egypt+-+Dr.+Tamer+Badr/data=!4m7!3m6!1s0x14582342ce2d0665:0x6ddc5f6640f0e433!8m2!3d30.0462704!4d31.485416!16s%2Fg%2F11kbsgwf1w!19sChIJZQYtzkIjWBQRM-TwQGZf3G0?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dental+Care+Egypt+-+Dr.+Tamer+Badr/data=!4m7!3m6!1s0x14582342ce2d0665:0x6ddc5f6640f0e433!8m2!3d30.0462704!4d31.485416!16s%2Fg%2F11kbsgwf1w!19sChIJZQYtzkIjWBQRM-TwQGZf3G0?authuser=0&hl=ar&rclk=1,4.9,132.0,010 70019109
YOU Skin & Laser Clinic | Dr. Rasha Hamed,011 11150517,عيادة طبية,https://www.google.com/maps/place/YOU+Skin+%26+Laser+Clinic+%7C+Dr.+Rasha+Hamed/data=!4m7!3m6!1s0x14583da7827ce039:0xf21fa4f7abb7c1a0!8m2!3d30.0213097!4d31.4347757!16s%2Fg%2F11g4c65ky0!19sChIJOeB8gqc9WBQRoMG3q_ekH_I?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/YOU+Skin+%26+Laser+Clinic+%7C+Dr.+Rasha+Hamed/data=!4m7!3m6!1s0x14583da7827ce039:0xf21fa4f7abb7c1a0!8m2!3d30.0213097!4d31.4347757!16s%2Fg%2F11g4c65ky0!19sChIJOeB8gqc9WBQRoMG3q_ekH_I?authuser=0&hl=ar&rclk=1,4.7,191.0,011 11150517
The Whitening House Dental Clinic,United Medical Center,عِيادة أسنان,https://www.google.com/maps/place/The+Whitening+House+Dental+Clinic/data=!4m7!3m6!1s0x14583d1ebea62dfd:0xa809c6a17bc722d!8m2!3d30.029607!4d31.4284197!16s%2Fg%2F11s8y5p8rq!19sChIJ_S2mvh49WBQRLXK8F2qcgAo?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/The+Whitening+House+Dental+Clinic/data=!4m7!3m6!1s0x14583d1ebea62dfd:0xa809c6a17bc722d!8m2!3d30.029607!4d31.4284197!16s%2Fg%2F11s8y5p8rq!19sChIJ_S2mvh49WBQRLXK8F2qcgAo?authuser=0&hl=ar&rclk=1,4.9,95.0,012 81141234
Helio Dental Clinics,011 50044446,عِيادة أسنان,https://www.google.com/maps/place/Helio+Dental+Clinics/data=!4m7!3m6!1s0x14583fce55b8d4b5:0x53a40610eac8abb4!8m2!3d30.0868816!4d31.3001117!16s%2Fg%2F1hdzklw4g!19sChIJtdS4Vc4_WBQRtKvI6hAGpFM?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Helio+Dental+Clinics/data=!4m7!3m6!1s0x14583fce55b8d4b5:0x53a40610eac8abb4!8m2!3d30.0868816!4d31.3001117!16s%2Fg%2F1hdzklw4g!19sChIJtdS4Vc4_WBQRtKvI6hAGpFM?authuser=0&hl=ar&rclk=1,4.5,49.0,011 50044446
Dento plus Clinics,010 00378008,عِيادة أسنان,https://www.google.com/maps/place/Dento+plus+Clinics/data=!4m7!3m6!1s0x145841352f6c0b5f:0xed9c5e73dd46560a!8m2!3d30.0486916!4d31.2003812!16s%2Fg%2F11g0gp8v7j!19sChIJXwtsLzVBWBQRClZG3XNenO0?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dento+plus+Clinics/data=!4m7!3m6!1s0x145841352f6c0b5f:0xed9c5e73dd46560a!8m2!3d30.0486916!4d31.2003812!16s%2Fg%2F11g0gp8v7j!19sChIJXwtsLzVBWBQRClZG3XNenO0?authuser=0&hl=ar&rclk=1,4.9,31.0,010 00378008
Pristine Clinic,"Cairo Business Plaza, 407 north Tower, التسعين الشمالي",عيادة للعناية بالبشرة,https://www.google.com/maps/place/Pristine+Clinic/data=!4m7!3m6!1s0x145823b79d42edfd:0xe72602a8e5d94bd!8m2!3d30.0281298!4d31.4875083!16s%2Fg%2F11y1c042zl!19sChIJ_e1CnbcjWBQRvZRdjipgcg4?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Pristine+Clinic/data=!4m7!3m6!1s0x145823b79d42edfd:0xe72602a8e5d94bd!8m2!3d30.0281298!4d31.4875083!16s%2Fg%2F11y1c042zl!19sChIJ_e1CnbcjWBQRvZRdjipgcg4?authuser=0&hl=ar&rclk=1,4.7,32.0,010 99833227
ZaDoctor,"University Staff Buildings, Lotfy El-Sayed St 7",طبيب,https://www.google.com/maps/place/ZaDoctor/data=!4m7!3m6!1s0x14583f66556c509f:0x8e677966f58326b!8m2!3d30.0764475!4d31.2775098!16s%2Fg%2F11frfvvwkl!19sChIJn1BsVWY_WBQRazJYb5Z35gg?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/ZaDoctor/data=!4m7!3m6!1s0x14583f66556c509f:0x8e677966f58326b!8m2!3d30.0764475!4d31.2775098!16s%2Fg%2F11frfvvwkl!19sChIJn1BsVWY_WBQRazJYb5Z35gg?authuser=0&hl=ar&rclk=1,5.0,1.0,012 75551462
Perfecti Dental Clinic,"Axis, Elegantry Mall, First Floor, Clinic 118 Fifth Settlement, 77th, عمر بن عبد العزيز",عِيادة أسنان,https://www.google.com/maps/place/Perfecti+Dental+Clinic/data=!4m7!3m6!1s0x14583d4dc1a7dddb:0x986d31ea76e27ebe!8m2!3d30.0071271!4d31.4305681!16s%2Fg%2F11h0jzhfj_!19sChIJ292nwU09WBQRvn7iduoxbZg?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Perfecti+Dental+Clinic/data=!4m7!3m6!1s0x14583d4dc1a7dddb:0x986d31ea76e27ebe!8m2!3d30.0071271!4d31.4305681!16s%2Fg%2F11h0jzhfj_!19sChIJ292nwU09WBQRvn7iduoxbZg?authuser=0&hl=ar&rclk=1,5.0,19.0,010 22221710
Cabinet Dr Shoeir,26R6+576,طبيب,https://www.google.com/maps/place/Cabinet+Dr+Shoeir/data=!4m7!3m6!1s0x1458412caf84afc9:0xe9c7cb78e0f305ee!8m2!3d30.0404141!4d31.2106428!16s%2Fg%2F11gbw9vf3f!19sChIJya-EryxBWBQR7gXz4HjLx-k?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Cabinet+Dr+Shoeir/data=!4m7!3m6!1s0x1458412caf84afc9:0xe9c7cb78e0f305ee!8m2!3d30.0404141!4d31.2106428!16s%2Fg%2F11gbw9vf3f!19sChIJya-EryxBWBQR7gXz4HjLx-k?authuser=0&hl=ar&rclk=1,5.0,1.0,
Eden Skin and Cosmetic Clinic,012 20030665,عيادة للعناية بالبشرة,https://www.google.com/maps/place/Eden+Skin+and+Cosmetic+Clinic/data=!4m7!3m6!1s0x1458166b255ba459:0x1f197a07b27047de!8m2!3d30.1016875!4d31.3734561!16s%2Fg%2F11bw7k2p3k!19sChIJWaRbJWsWWBQR3kdwsgd6GR8?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Eden+Skin+and+Cosmetic+Clinic/data=!4m7!3m6!1s0x1458166b255ba459:0x1f197a07b27047de!8m2!3d30.1016875!4d31.3734561!16s%2Fg%2F11bw7k2p3k!19sChIJWaRbJWsWWBQR3kdwsgd6GR8?authuser=0&hl=ar&rclk=1,4.0,23.0,012 20030665
Dental District Cairo - Serving New Cairo,"Clinic 2099, Medical Park Elite Mall, Rehab City",طبيب أسنان,https://www.google.com/maps/place/Dental+District+Cairo+-+Serving+New+Cairo/data=!4m7!3m6!1s0x145819d53d66ad93:0x24a04411c1624771!8m2!3d30.0538454!4d31.492386!16s%2Fg%2F11ktczvhkf!19sChIJk61mPdUZWBQRcUdiwRFEoCQ?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dental+District+Cairo+-+Serving+New+Cairo/data=!4m7!3m6!1s0x145819d53d66ad93:0x24a04411c1624771!8m2!3d30.0538454!4d31.492386!16s%2Fg%2F11ktczvhkf!19sChIJk61mPdUZWBQRcUdiwRFEoCQ?authuser=0&hl=ar&rclk=1,5.0,40.0,010 00240229
"Smile Bright Dental Clinic, Dr Sherif Samir.",012 24029053,طبيب أسنان,"https://www.google.com/maps/place/Smile+Bright+Dental+Clinic,+Dr+Sherif+Samir./data=!4m7!3m6!1s0x145840c628d77dd7:0x8a7d59aebdf05ef4!8m2!3d30.0437477!4d31.23655!16s%2Fg%2F11c5g9m3vd!19sChIJ133XKMZAWBQR9F7wva5ZfYo?authuser=0&hl=ar&rclk=1","https://www.google.com/maps/place/Smile+Bright+Dental+Clinic,+Dr+Sherif+Samir./data=!4m7!3m6!1s0x145840c628d77dd7:0x8a7d59aebdf05ef4!8m2!3d30.0437477!4d31.23655!16s%2Fg%2F11c5g9m3vd!19sChIJ133XKMZAWBQR9F7wva5ZfYo?authuser=0&hl=ar&rclk=1",5.0,14.0,012 24029053
دكتور انف واذن وحنجرة | د. أحمد نبيل السمنودي,012 70890820,طبيب أنف وأذن وحنجرة,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D9%86%D9%81+%D9%88%D8%A7%D8%B0%D9%86+%D9%88%D8%AD%D9%86%D8%AC%D8%B1%D8%A9+%7C+%D8%AF.+%D8%A3%D8%AD%D9%85%D8%AF+%D9%86%D8%A8%D9%8A%D9%84+%D8%A7%D9%84%D8%B3%D9%85%D9%86%D9%88%D8%AF%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x145815ef88886357:0xd523205f3fade5a0!8m2!3d30.1004663!4d31.3421497!16s%2Fg%2F11f12znpqr!19sChIJV2OIiO8VWBQRoOWtP18gI9U?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D9%86%D9%81+%D9%88%D8%A7%D8%B0%D9%86+%D9%88%D8%AD%D9%86%D8%AC%D8%B1%D8%A9+%7C+%D8%AF.+%D8%A3%D8%AD%D9%85%D8%AF+%D9%86%D8%A8%D9%8A%D9%84+%D8%A7%D9%84%D8%B3%D9%85%D9%86%D9%88%D8%AF%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x145815ef88886357:0xd523205f3fade5a0!8m2!3d30.1004663!4d31.3421497!16s%2Fg%2F11f12znpqr!19sChIJV2OIiO8VWBQRoOWtP18gI9U?authuser=0&hl=ar&rclk=1,4.9,590.0,012 70890820
